group,lr,setting,wer,ins_rate,del_rate,sub_rate,words,repeat,dataset,split,epochs,path,error
train_only,9em5,train-layer-5-only,0.1758266446091947,0.025876682392827238,0.039417519351346936,0.11053244286502052,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-layer-5-only_1.pkl,
layer_type,9em6,train-attention-only,0.17637808140841044,0.02473296162408349,0.04278741090210975,0.10885770888221719,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em6-train-attention-only_1.pkl,
layer_type,9em6,train-convolution-only,0.17637808140841044,0.026897861650634153,0.03960133161775218,0.1098788881400241,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em6-train-convolution-only_1.pkl,
train_only,9em4,train-layer-0-only,0.17654147008965954,0.02448787860220983,0.04203173825133264,0.11002185323611707,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-layer-0-only_1.pkl,
progressive_top,9em6,freeze-subsampling-through-layer-3,0.1765823172599718,0.03190164001388804,0.034597553254498294,0.11008312399158549,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling-through-layer-3_1.pkl,
layer_drop_lr_sweep,9em4,drop-ctc-decoder,0.17664358801544022,0.025611175785797437,0.044339603373976265,0.10669280885566652,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-ctc-decoder_1.pkl,
train_only,9em5,train-layer-1-only,0.17680697669668935,0.024304066335804588,0.042909952413046584,0.10959295794783816,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-layer-1-only_1.pkl,
train_only,9em4,train-layer-1-only,0.17766476727324715,0.025141433327206256,0.04184792598492739,0.1106754079611135,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-layer-1-only_1.pkl,
layer_drop_lr_sweep,9em4,drop-layer-0,0.17786900312480852,0.02767395788656741,0.039152012744317136,0.11104303249392398,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-layer-0_1.pkl,
train_only,9em6,train-layer-3-only,0.17815493331699447,0.024610420113146663,0.04444172129975696,0.10910279190409085,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-3-only_1.pkl,
progressive_bottom,9em4,drop-none,0.17854298143496108,0.029920552253742624,0.03753854951698221,0.11108387966423626,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em4-drop-none_1.pkl,
train_only,9em5,train-layer-0-only,0.1788697587974593,0.024447031431897557,0.0441966382778833,0.11022608908767845,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-layer-0-only_1.pkl,
train_only,9em6,train-layer-2-only,0.17905357106386455,0.02452872577252211,0.044605109981006065,0.10991973531033637,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-2-only_1.pkl,
progressive_top,9em6,freeze-subsampling-through-layer-4,0.1791352654044891,0.03394399852950187,0.032330535302166945,0.1128607315728203,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling-through-layer-4_1.pkl,
train_only,9em6,train-layer-4-only,0.17915568898964523,0.024589996527990522,0.044462144884913096,0.11010354757674162,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-4-only_1.pkl,
train_only,9em4,train-ctc-decoder-only,0.17974797295917325,0.041194371259930966,0.02824581827093928,0.11030778342830301,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-ctc-decoder-only_1.pkl,
progressive_bottom,9em6,drop-subsampling-through-layer-4,0.1798909380552662,0.03404611645528256,0.032269264546698526,0.11357555705328513,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em6-drop-subsampling-through-layer-4_1.pkl,
train_only,9em6,train-layer-5-only,0.1800339031513592,0.02824581827093928,0.038457610849008436,0.11333047403141147,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-5-only_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-5,0.18005432673651534,0.04070420521618365,0.02920572677327778,0.1101443947470539,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-5_1.pkl,
train_only,9em6,train-layer-0-only,0.18058533995057494,0.02379347670690113,0.04697424585911811,0.10981761738455569,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-0-only_1.pkl,
train_only,9em6,train-layer-1-only,0.18085084655760472,0.024467455017053694,0.04576925433490595,0.11061413720564509,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-layer-1-only_1.pkl,
progressive_bottom,9em4,drop-subsampling-through-layer-5,0.18223965034822212,0.04327757694585708,0.02787819373812879,0.11108387966423626,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em4-drop-subsampling-through-layer-5_1.pkl,
train_only,9em6,train-subsampling-only,0.1831791352654045,0.023936441802994098,0.04791373077630047,0.11132896268610992,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-subsampling-only_1.pkl,
train_only,9em5,train-subsampling-only,0.18540530604742356,0.025080162571737844,0.044891040173192,0.11543410330249372,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-subsampling-only_1.pkl,
train_only,9em4,train-subsampling-only,0.18922451647162142,0.025509057860016747,0.04503400526928497,0.1186814533423197,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-subsampling-only_1.pkl,
progressive_bottom,9em5,drop-subsampling-through-layer-5,0.1936360108653473,0.051692094030186056,0.023875171047525682,0.11806874578763556,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em5-drop-subsampling-through-layer-5_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-5,0.19457549578252967,0.051978024222371993,0.024079406899087066,0.11851806466107061,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-5_1.pkl,
train_only,9em5,train-ctc-decoder-only,0.19639319486142598,0.05381614688642444,0.023609664440495885,0.11896738353450564,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-ctc-decoder-only_1.pkl,
train_only,9em6,train-ctc-decoder-only,0.20938259502072995,0.06139329697935175,0.021791965361599577,0.12619733267977862,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-ctc-decoder-only_1.pkl,
progressive_bottom,9em6,drop-subsampling-through-layer-5,0.20989318464963339,0.061577109245757,0.021771541776443436,0.12654453362743295,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em6-drop-subsampling-through-layer-5_1.pkl,
progressive_top,9em6,freeze-subsampling-through-layer-5,0.21001572616057024,0.061515838490288584,0.02173069460613116,0.1267691930641505,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling-through-layer-5_1.pkl,
progressive_top,9em4,train-all,0.325756183240406,0.026019647488920206,0.20521618364887773,0.09452035210260809,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-train-all_1.pkl,
layer_drop_lr_sweep,9em4,drop-none,0.36778792149173867,0.02150603516941364,0.26424034475011743,0.08204154157220758,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-none_1.pkl,
